state,county,cfips,latitude,longitude
Washington,Pierce County,53053,47.0256,-122.0375
Washington,San Juan County,53055,48.6522,-122.8183
Washington,Skagit County,53057,48.4771,-121.7638
Washington,Skamania County,53059,45.9743,-121.9292
Washington,Snohomish County,53061,48.0379,-121.682
Washington,Spokane County,53063,47.6423,-117.4305
Washington,Stevens County,53065,48.3997,-117.8489
Washington,Thurston County,53067,46.9724,-122.8948
Washington,Wahkiakum County,53069,46.2684,-123.3392
Washington,Walla Walla County,53071,46.3041,-118.5042
Washington,Whatcom County,53073,48.8219,-121.7266
Washington,Whitman County,53075,46.8409,-117.522
Washington,Yakima County,53077,46.5669,-120.6488
West Virginia,Barbour County,54001,39.1254,-80.0274
West Virginia,Berkeley County,54003,39.4436,-78.0264
West Virginia,Boone County,54005,37.9975,-81.7141
West Virginia,Braxton County,54007,38.7116,-80.7316
West Virginia,Brooke County,54009,40.2763,-80.5678
West Virginia,Cabell County,54011,38.413,-82.2762
West Virginia,Calhoun County,54013,38.8292,-81.1142
West Virginia,Clay County,54015,38.4672,-81.0583
West Virginia,Doddridge County,54017,39.2712,-80.7484
West Virginia,Fayette County,54019,38.0418,-81.0963
West Virginia,Gilmer County,54021,38.9138,-80.8124
West Virginia,Grant County,54023,39.0712,-79.1885
West Virginia,Greenbrier County,54025,37.976,-80.4033
West Virginia,Hampshire County,54027,39.3147,-78.6304
West Virginia,Hancock County,54029,40.5165,-80.5704
West Virginia,Hardy County,54031,38.9993,-78.8269
West Virginia,Harrison County,54033,39.2852,-80.3964
West Virginia,Jackson County,54035,38.8259,-81.6961
West Virginia,Jefferson County,54037,39.3165,-77.8596
West Virginia,Kanawha County,54039,38.2982,-81.5239
West Virginia,Lewis County,54041,38.9458,-80.4933
West Virginia,Lincoln County,54043,38.1606,-82.0837
West Virginia,Logan County,54045,37.8334,-81.9426
West Virginia,Marion County,54049,39.5144,-80.2637
West Virginia,Marshall County,54051,39.8776,-80.6555
West Virginia,Mason County,54053,38.7534,-82.0024
West Virginia,McDowell County,54047,37.3753,-81.6356
West Virginia,Mercer County,54055,37.4167,-81.0766
West Virginia,Mineral County,54057,39.4433,-78.8643
West Virginia,Mingo County,54059,37.7434,-82.2155
West Virginia,Monongalia County,54061,39.5788,-79.9721
West Virginia,Monroe County,54063,37.5557,-80.5468
West Virginia,Morgan County,54065,39.5438,-78.2986
West Virginia,Nicholas County,54067,38.3154,-80.8243
West Virginia,Ohio County,54069,40.1011,-80.6141
West Virginia,Pendleton County,54071,38.6854,-79.3411
West Virginia,Pleasants County,54073,39.3727,-81.1556
West Virginia,Pocahontas County,54075,38.3891,-79.9839
West Virginia,Preston County,54077,39.4556,-79.6899
West Virginia,Putnam County,54079,38.4762,-81.891
West Virginia,Raleigh County,54081,37.7493,-81.1743
West Virginia,Randolph County,54083,38.7548,-79.8266
West Virginia,Ritchie County,54085,39.199,-81.0842
West Virginia,Roane County,54087,38.7316,-81.3516
West Virginia,Summers County,54089,37.6488,-80.8773
West Virginia,Taylor County,54091,39.352,-80.0487
West Virginia,Tucker County,54093,39.1181,-79.5763
West Virginia,Tyler County,54095,39.4508,-80.8217
West Virginia,Upshur County,54097,38.8996,-80.2329
West Virginia,Wayne County,54099,38.1326,-82.4393
West Virginia,Webster County,54101,38.4686,-80.4353
West Virginia,Wetzel County,54103,39.5757,-80.6598
West Virginia,Wirt County,54105,39.0406,-81.4067
West Virginia,Wood County,54107,39.2188,-81.5037
West Virginia,Wyoming County,54109,37.6036,-81.5699
Wisconsin,Adams County,55001,43.9464,-89.7748
Wisconsin,Ashland County,55003,46.3491,-90.7366
Wisconsin,Barron County,55005,45.4265,-91.8486
Wisconsin,Bayfield County,55007,46.5601,-91.2402
Wisconsin,Brown County,55009,44.4646,-87.9779
Wisconsin,Buffalo County,55011,44.3147,-91.722
Wisconsin,Burnett County,55013,45.8994,-92.363
Wisconsin,Calumet County,55015,44.0612,-88.2235
Wisconsin,Chippewa County,55017,45.0767,-91.2876
Wisconsin,Clark County,55019,44.7321,-90.6192
Wisconsin,Columbia County,55021,43.4614,-89.3035
Wisconsin,Crawford County,55023,43.2104,-90.8849
Wisconsin,Dane County,55025,43.073,-89.4247
Wisconsin,Dodge County,55027,43.413,-88.7032
Wisconsin,Door County,55029,44.9881,-87.267
Wisconsin,Douglas County,55031,46.4537,-91.9223
Wisconsin,Dunn County,55033,44.9461,-91.8932
Wisconsin,Eau Claire County,55035,44.7306,-91.286
Wisconsin,Florence County,55037,45.8674,-88.3756
Wisconsin,Fond du Lac County,55039,43.7377,-88.5229
Wisconsin,Forest County,55041,45.729,-88.8616
Wisconsin,Grant County,55043,42.8621,-90.7628
Wisconsin,Green County,55045,42.6775,-89.6024
Wisconsin,Green Lake County,55047,43.8078,-89.0268
Wisconsin,Iowa County,55049,43.0094,-90.1334
Wisconsin,Iron County,55051,46.287,-90.2401
Wisconsin,Jackson County,55053,44.3311,-90.7417
Wisconsin,Jefferson County,55055,43.0217,-88.7768
Wisconsin,Juneau County,55057,43.9467,-90.1322
Wisconsin,Kenosha County,55059,42.5814,-88.0586
Wisconsin,Kewaunee County,55061,44.5033,-87.6245
Wisconsin,La Crosse County,55063,43.9075,-91.1276
Wisconsin,Lafayette County,55065,42.6602,-90.1317
Wisconsin,Langlade County,55067,45.2517,-89.0523
Wisconsin,Lincoln County,55069,45.3385,-89.7354
Wisconsin,Manitowoc County,55071,44.1103,-87.8415
Wisconsin,Marathon County,55073,44.8951,-89.7693
Wisconsin,Marinette County,55075,45.382,-88.1503
Wisconsin,Marquette County,55077,43.8129,-89.3981
Wisconsin,Menominee County,55078,44.9899,-88.7347
Wisconsin,Milwaukee County,55079,43.0178,-87.9818
Wisconsin,Monroe County,55081,43.9434,-90.6118
Wisconsin,Oconto County,55083,45.0268,-88.3037
Wisconsin,Oneida County,55085,45.6879,-89.5447
Wisconsin,Outagamie County,55087,44.419,-88.4637
Wisconsin,Ozaukee County,55089,43.3679,-87.9585
Wisconsin,Pepin County,55091,44.5458,-92.0873
Wisconsin,Pierce County,55093,44.7034,-92.4259
Wisconsin,Polk County,55095,45.4696,-92.4193
Wisconsin,Portage County,55097,44.4745,-89.475
Wisconsin,Price County,55099,45.6691,-90.3605
Wisconsin,Racine County,55101,42.7271,-88.0428
Wisconsin,Richland County,55103,43.3664,-90.4289
Wisconsin,Rock County,55105,42.6692,-89.072
Wisconsin,Rusk County,55107,45.4691,-91.1092
Wisconsin,Sauk County,55111,43.3945,-89.8965
Wisconsin,Sawyer County,55113,45.902,-91.1097
Wisconsin,Shawano County,55115,44.8071,-88.7375
Wisconsin,Sheboygan County,55117,43.715,-87.9328
Wisconsin,St. Croix County,55109,45.0351,-92.4543
Wisconsin,Taylor County,55119,45.2065,-90.4856
Wisconsin,Trempealeau County,55121,44.2856,-91.3478
Wisconsin,Vernon County,55123,43.5769,-90.7714
Wisconsin,Vilas County,55125,46.0789,-89.4371
Wisconsin,Walworth County,55127,42.6678,-88.5413
Wisconsin,Washburn County,55129,45.9017,-91.7871
Wisconsin,Washington County,55131,43.3686,-88.2293
Wisconsin,Waukesha County,55133,43.0181,-88.3044
Wisconsin,Waupaca County,55135,44.4525,-88.9801
Wisconsin,Waushara County,55137,44.1173,-89.2418
Wisconsin,Winnebago County,55139,44.0677,-88.6452
Wisconsin,Wood County,55141,44.4689,-90.0212
Wyoming,Albany County,56001,41.723,-105.6758
Wyoming,Big Horn County,56003,44.5851,-107.9869
Wyoming,Campbell County,56005,44.2546,-105.5503
Wyoming,Carbon County,56007,41.7236,-106.7915
Wyoming,Converse County,56009,42.8966,-105.4856
Wyoming,Crook County,56011,44.5882,-104.5708
Wyoming,Fremont County,56013,43.1414,-108.5719
Wyoming,Goshen County,56015,42.0853,-104.3534
Wyoming,Hot Springs County,56017,43.7705,-108.602
Wyoming,Johnson County,56019,44.0303,-106.5693
Wyoming,Laramie County,56021,41.3266,-104.6666
Wyoming,Lincoln County,56023,42.4553,-110.8185
Wyoming,Natrona County,56025,42.9727,-106.7878
Wyoming,Niobrara County,56027,43.0474,-104.4755
Wyoming,Park County,56029,44.4063,-109.4153
Wyoming,Platte County,56031,42.1314,-104.9676
Wyoming,Sheridan County,56033,44.7798,-106.9037
Wyoming,Sublette County,56035,42.8671,-109.9565
Wyoming,Sweetwater County,56037,41.6405,-108.9887
Wyoming,Teton County,56039,43.9385,-110.5501
Wyoming,Uinta County,56041,41.3156,-110.5477
Wyoming,Washakie County,56043,43.8356,-107.6602
Wyoming,Weston County,56045,43.8403,-104.5684
